_geojson,No,Kecamatan SPPG,Kelurahan/Desa SPPG,Alamat SPPG,Nama SPPG,Lattitude,longitude,<img>,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[107.627657,-6.914746],[107.627425,-6.920062],[107.626673,-6.92533],[107.625408,-6.930498],[107.623642,-6.935518],[107.621392,-6.94034],[107.61868,-6.944919],[107.615531,-6.94921],[107.611977,-6.953173],[107.608051,-6.956768],[107.603792,-6.959961],[107.599239,-6.962721],[107.594438,-6.965023],[107.589434,-6.966843],[107.584276,-6.968164],[107.579012,-6.968974],[107.573695,-6.969264],[107.568375,-6.969031],[107.563103,-6.968279],[107.55793,-6.967014],[107.552907,-6.965249],[107.54808,-6.963],[107.543498,-6.960289],[107.539204,-6.957142],[107.535239,-6.95359],[107.531641,-6.949666],[107.528446,-6.945409],[107.525684,-6.94086],[107.523382,-6.936061],[107.521561,-6.931061],[107.52024,-6.925906],[107.519431,-6.920647],[107.519141,-6.915333],[107.519374,-6.910017],[107.520128,-6.904749],[107.521394,-6.899581],[107.523162,-6.894561],[107.525413,-6.889739],[107.528126,-6.88516],[107.531275,-6.880869],[107.53483,-6.876908],[107.538756,-6.873313],[107.543015,-6.870121],[107.547568,-6.867361],[107.552368,-6.86506],[107.557372,-6.863241],[107.562529,-6.86192],[107.567792,-6.861111],[107.573108,-6.860822],[107.578427,-6.861054],[107.583697,-6.861807],[107.588869,-6.863072],[107.593891,-6.864837],[107.598716,-6.867086],[107.603298,-6.869797],[107.607591,-6.872943],[107.611556,-6.876495],[107.615153,-6.880418],[107.618348,-6.884674],[107.62111,-6.889223],[107.623413,-6.89402],[107.625234,-6.89902],[107.626556,-6.904175],[107.627366,-6.909433],[107.627657,-6.914746]]]},""properties"":{""No"":182,""Kecamatan SPPG"":""ANDIR"",""Kelurahan/Desa SPPG"":""MALEBER"",""Alamat SPPG"":""Jl Elang no.37 RT/RW 03/11, Kelurahan Maleber, Kecamatan Andir, Kota Bandung"",""Nama SPPG"":""SPPG Kota Bandung Andir Maleber"",""Lattitude"":-6.9150428,""longitude"":107.5734003,""<img>-tooltip"":""https://asset.kompas.com/crops/BVr74cETaZdERlVXHj4ploXzglE=/0x0:0x0/1200x800/data/photo/2025/05/14/68242bc4c5d3f.jpg"",""Unnamed: 8"":null,""Unnamed: 9"":null,""Unnamed: 10"":null,""Unnamed: 11"":null}}",182,ANDIR,MALEBER,"Jl Elang no.37 RT/RW 03/11, Kelurahan Maleber, Kecamatan Andir, Kota Bandung",SPPG Kota Bandung Andir Maleber,-6.9150428,107.5734003,https://asset.kompas.com/crops/BVr74cETaZdERlVXHj4ploXzglE=/0x0:0x0/1200x800/data/photo/2025/05/14/68242bc4c5d3f.jpg,,,,
"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[107.759448,-6.960835],[107.759218,-6.96615],[107.758467,-6.971417],[107.757204,-6.976586],[107.755439,-6.981605],[107.753191,-6.986428],[107.75048,-6.991007],[107.747333,-6.995299],[107.74378,-6.999262],[107.739856,-7.002858],[107.735597,-7.006052],[107.731046,-7.008814],[107.726245,-7.011116],[107.721242,-7.012938],[107.716084,-7.014261],[107.710821,-7.015072],[107.705504,-7.015363],[107.700183,-7.015133],[107.694911,-7.014383],[107.689738,-7.013119],[107.684714,-7.011356],[107.679887,-7.009108],[107.675304,-7.006399],[107.671009,-7.003254],[107.667043,-6.999703],[107.663444,-6.995781],[107.660248,-6.991526],[107.657484,-6.986978],[107.65518,-6.982181],[107.653358,-6.977181],[107.652035,-6.972027],[107.651224,-6.966769],[107.650933,-6.961456],[107.651165,-6.95614],[107.651916,-6.950873],[107.653181,-6.945704],[107.654947,-6.940685],[107.657197,-6.935862],[107.659908,-6.931283],[107.663056,-6.926992],[107.666609,-6.923029],[107.670534,-6.919434],[107.674793,-6.916241],[107.679344,-6.91348],[107.684144,-6.911178],[107.689147,-6.909357],[107.694304,-6.908035],[107.699566,-6.907225],[107.704882,-6.906933],[107.710201,-6.907164],[107.715472,-6.907915],[107.720644,-6.909178],[107.725667,-6.910942],[107.730493,-6.913189],[107.735075,-6.915898],[107.739369,-6.919043],[107.743335,-6.922593],[107.746933,-6.926514],[107.750129,-6.930769],[107.752893,-6.935317],[107.755197,-6.940113],[107.75702,-6.945111],[107.758344,-6.950265],[107.759156,-6.955523],[107.759448,-6.960835]]]},""properties"":{""No"":183,""Kecamatan SPPG"":""GEDEBAGE"",""Kelurahan/Desa SPPG"":""RANCANUMPANG"",""Alamat SPPG"":""Jl. Rancanumpang, Rancanumpang, Kecamatan Gedebage, Kota Bandung, Jawa Barat"",""Nama SPPG"":""SPPG Kota Bandung Gedebage Rancanumpang"",""Lattitude"":-6.9611485,""longitude"":107.7051918,""<img>-tooltip"":""https://asset.kompas.com/crops/BVr74cETaZdERlVXHj4ploXzglE=/0x0:0x0/1200x800/data/photo/2025/05/14/68242bc4c5d3f.jpg"",""Unnamed: 8"":null,""Unnamed: 9"":null,""Unnamed: 10"":null,""Unnamed: 11"":null}}",183,GEDEBAGE,RANCANUMPANG,"Jl. Rancanumpang, Rancanumpang, Kecamatan Gedebage, Kota Bandung, Jawa Barat",SPPG Kota Bandung Gedebage Rancanumpang,-6.9611485,107.7051918,https://asset.kompas.com/crops/BVr74cETaZdERlVXHj4ploXzglE=/0x0:0x0/1200x800/data/photo/2025/05/14/68242bc4c5d3f.jpg,,,,
"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[107.723642,-6.922481],[107.723412,-6.927796],[107.722661,-6.933064],[107.721397,-6.938232],[107.719632,-6.943252],[107.717383,-6.948074],[107.714672,-6.952653],[107.711525,-6.956945],[107.707971,-6.960907],[107.704047,-6.964503],[107.699788,-6.967697],[107.695237,-6.970458],[107.690436,-6.97276],[107.685433,-6.974581],[107.680275,-6.975904],[107.675012,-6.976714],[107.669695,-6.977005],[107.664375,-6.976774],[107.659103,-6.976023],[107.653931,-6.97476],[107.648907,-6.972995],[107.644081,-6.970747],[107.639498,-6.968038],[107.635203,-6.964892],[107.631238,-6.961341],[107.62764,-6.957418],[107.624444,-6.953162],[107.621681,-6.948614],[107.619378,-6.943816],[107.617556,-6.938816],[107.616234,-6.933662],[107.615424,-6.928403],[107.615133,-6.92309],[107.615365,-6.917774],[107.616118,-6.912507],[107.617383,-6.907338],[107.619149,-6.902319],[107.621399,-6.897496],[107.624111,-6.892918],[107.627259,-6.888626],[107.630813,-6.884664],[107.634738,-6.881069],[107.638997,-6.877876],[107.643548,-6.875116],[107.648348,-6.872814],[107.653351,-6.870994],[107.658508,-6.869673],[107.66377,-6.868863],[107.669085,-6.868572],[107.674404,-6.868803],[107.679674,-6.869555],[107.684846,-6.870818],[107.689868,-6.872583],[107.694694,-6.87483],[107.699275,-6.87754],[107.703569,-6.880685],[107.707534,-6.884236],[107.711132,-6.888158],[107.714327,-6.892413],[107.71709,-6.896961],[107.719394,-6.901758],[107.721216,-6.906757],[107.722539,-6.91191],[107.723351,-6.917169],[107.723642,-6.922481]]]},""properties"":{""No"":184,""Kecamatan SPPG"":""ARCAMANIK"",""Kelurahan/Desa SPPG"":""CISARANTEN ENDAH"",""Alamat SPPG"":""Jl. Arcamanik Endah No.129, Cisaranten Endah, Kec. Arcamanik, Kota Bandung, Jawa Barat"",""Nama SPPG"":""SPPG Kota Bandung Arcamanik Cisaranten Endah 2"",""Lattitude"":-6.9227887,""longitude"":107.669389,""<img>-tooltip"":""https://asset.kompas.com/crops/BVr74cETaZdERlVXHj4ploXzglE=/0x0:0x0/1200x800/data/photo/2025/05/14/68242bc4c5d3f.jpg"",""Unnamed: 8"":null,""Unnamed: 9"":null,""Unnamed: 10"":null,""Unnamed: 11"":null}}",184,ARCAMANIK,CISARANTEN ENDAH,"Jl. Arcamanik Endah No.129, Cisaranten Endah, Kec. Arcamanik, Kota Bandung, Jawa Barat",SPPG Kota Bandung Arcamanik Cisaranten Endah 2,-6.9227887,107.669389,https://asset.kompas.com/crops/BVr74cETaZdERlVXHj4ploXzglE=/0x0:0x0/1200x800/data/photo/2025/05/14/68242bc4c5d3f.jpg,,,,
"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[107.711801,-6.919448],[107.71157,-6.924763],[107.710819,-6.930031],[107.709555,-6.935199],[107.70779,-6.940219],[107.705541,-6.945041],[107.702829,-6.94962],[107.699682,-6.953912],[107.696129,-6.957874],[107.692204,-6.96147],[107.687945,-6.964664],[107.683394,-6.967425],[107.678593,-6.969727],[107.67359,-6.971548],[107.668432,-6.97287],[107.663169,-6.97368],[107.657852,-6.973971],[107.652532,-6.97374],[107.64726,-6.972989],[107.642088,-6.971725],[107.637064,-6.969961],[107.632237,-6.967713],[107.627655,-6.965003],[107.62336,-6.961857],[107.619395,-6.958306],[107.615797,-6.954383],[107.612601,-6.950127],[107.609839,-6.945578],[107.607536,-6.940781],[107.605714,-6.935781],[107.604392,-6.930626],[107.603582,-6.925367],[107.603291,-6.920054],[107.603524,-6.914738],[107.604276,-6.909471],[107.605541,-6.904302],[107.607308,-6.899283],[107.609558,-6.89446],[107.61227,-6.889882],[107.615418,-6.88559],[107.618972,-6.881628],[107.622897,-6.878034],[107.627156,-6.874841],[107.631707,-6.87208],[107.636508,-6.869779],[107.64151,-6.867959],[107.646667,-6.866637],[107.651929,-6.865827],[107.657245,-6.865537],[107.662564,-6.865768],[107.667834,-6.86652],[107.673006,-6.867784],[107.678028,-6.869548],[107.682853,-6.871796],[107.687435,-6.874506],[107.691729,-6.877651],[107.695694,-6.881202],[107.699291,-6.885124],[107.702487,-6.88938],[107.705249,-6.893928],[107.707553,-6.898724],[107.709375,-6.903723],[107.710698,-6.908877],[107.711509,-6.914135],[107.711801,-6.919448]]]},""properties"":{""No"":185,""Kecamatan SPPG"":""ANTAPANI"",""Kelurahan/Desa SPPG"":""ANTAPANI KIDUL"",""Alamat SPPG"":""Jalan Sukanagara no.1, Antapani Kidul, Antapani, Kota Bandung, Provinsi Jawa Barat"",""Nama SPPG"":""SPPG Kota Bandung Antapani Antapani Kidul 2"",""Lattitude"":-6.9197542,""longitude"":107.6575473,""<img>-tooltip"":""https://asset.kompas.com/crops/BVr74cETaZdERlVXHj4ploXzglE=/0x0:0x0/1200x800/data/photo/2025/05/14/68242bc4c5d3f.jpg"",""Unnamed: 8"":null,""Unnamed: 9"":null,""Unnamed: 10"":null,""Unnamed: 11"":null}}",185,ANTAPANI,ANTAPANI KIDUL,"Jalan Sukanagara no.1, Antapani Kidul, Antapani, Kota Bandung, Provinsi Jawa Barat",SPPG Kota Bandung Antapani Antapani Kidul 2,-6.9197542,107.6575473,https://asset.kompas.com/crops/BVr74cETaZdERlVXHj4ploXzglE=/0x0:0x0/1200x800/data/photo/2025/05/14/68242bc4c5d3f.jpg,,,,
"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[107.658829,-6.946744],[107.658597,-6.95206],[107.657846,-6.957327],[107.656581,-6.962496],[107.654815,-6.967515],[107.652566,-6.972338],[107.649854,-6.976917],[107.646706,-6.981209],[107.643152,-6.985171],[107.639226,-6.988766],[107.634967,-6.99196],[107.630414,-6.994721],[107.625613,-6.997022],[107.620609,-6.998843],[107.615451,-7.000165],[107.610187,-7.000975],[107.60487,-7.001265],[107.599549,-7.001033],[107.594277,-7.000282],[107.589104,-6.999017],[107.58408,-6.997252],[107.579253,-6.995004],[107.57467,-6.992293],[107.570375,-6.989147],[107.56641,-6.985595],[107.562812,-6.981672],[107.559617,-6.977415],[107.556854,-6.972866],[107.554551,-6.968068],[107.55273,-6.963068],[107.551408,-6.957913],[107.550598,-6.952654],[107.550308,-6.947341],[107.550541,-6.942025],[107.551294,-6.936757],[107.55256,-6.931589],[107.554327,-6.926569],[107.556578,-6.921747],[107.559291,-6.917168],[107.56244,-6.912877],[107.565994,-6.908915],[107.56992,-6.90532],[107.57418,-6.902128],[107.578732,-6.899367],[107.583533,-6.897066],[107.588536,-6.895247],[107.593694,-6.893926],[107.598956,-6.893116],[107.604272,-6.892826],[107.609592,-6.893058],[107.614863,-6.89381],[107.620034,-6.895075],[107.625057,-6.89684],[107.629883,-6.899088],[107.634464,-6.901798],[107.638758,-6.904944],[107.642723,-6.908495],[107.646321,-6.912418],[107.649516,-6.916674],[107.652279,-6.921222],[107.654582,-6.926019],[107.656404,-6.931019],[107.657727,-6.936173],[107.658538,-6.941432],[107.658829,-6.946744]]]},""properties"":{""No"":186,""Kecamatan SPPG"":""ASTANA ANYAR"",""Kelurahan/Desa SPPG"":""KARASAK"",""Alamat SPPG"":""Jalan Karasak Utara IV No 14 Kelurahan Karasak"",""Nama SPPG"":""SPPG Kota Bandung Astana Anyar Karasak 1"",""Lattitude"":-6.9470457,""longitude"":107.6045698,""<img>-tooltip"":""https://asset.kompas.com/crops/BVr74cETaZdERlVXHj4ploXzglE=/0x0:0x0/1200x800/data/photo/2025/05/14/68242bc4c5d3f.jpg"",""Unnamed: 8"":null,""Unnamed: 9"":null,""Unnamed: 10"":null,""Unnamed: 11"":null}}",186,ASTANA ANYAR,KARASAK,Jalan Karasak Utara IV No 14 Kelurahan Karasak,SPPG Kota Bandung Astana Anyar Karasak 1,-6.9470457,107.6045698,https://asset.kompas.com/crops/BVr74cETaZdERlVXHj4ploXzglE=/0x0:0x0/1200x800/data/photo/2025/05/14/68242bc4c5d3f.jpg,,,,
"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[107.702529,-6.951781],[107.702299,-6.957096],[107.701547,-6.962364],[107.700283,-6.967532],[107.698518,-6.972552],[107.696269,-6.977374],[107.693558,-6.981953],[107.69041,-6.986245],[107.686856,-6.990208],[107.682931,-6.993803],[107.678672,-6.996997],[107.67412,-6.999758],[107.669319,-7.00206],[107.664316,-7.003881],[107.659157,-7.005203],[107.653894,-7.006014],[107.648577,-7.006305],[107.643256,-7.006074],[107.637984,-7.005323],[107.632811,-7.004059],[107.627787,-7.002294],[107.62296,-7.000046],[107.618377,-6.997336],[107.614082,-6.994191],[107.610117,-6.990639],[107.606519,-6.986717],[107.603323,-6.98246],[107.60056,-6.977912],[107.598256,-6.973114],[107.596435,-6.968114],[107.595113,-6.96296],[107.594302,-6.957701],[107.594012,-6.952388],[107.594244,-6.947072],[107.594996,-6.941804],[107.596262,-6.936636],[107.598028,-6.931616],[107.600279,-6.926794],[107.602991,-6.922215],[107.606139,-6.917924],[107.609693,-6.913962],[107.613619,-6.910367],[107.617878,-6.907174],[107.62243,-6.904413],[107.62723,-6.902112],[107.632233,-6.900292],[107.637391,-6.89897],[107.642653,-6.89816],[107.647969,-6.89787],[107.653288,-6.898101],[107.658559,-6.898853],[107.663731,-6.900117],[107.668754,-6.901881],[107.673579,-6.904129],[107.678161,-6.906839],[107.682456,-6.909984],[107.686421,-6.913535],[107.690018,-6.917457],[107.693214,-6.921712],[107.695977,-6.92626],[107.698281,-6.931057],[107.700103,-6.936056],[107.701426,-6.94121],[107.702238,-6.946468],[107.702529,-6.951781]]]},""properties"":{""No"":187,""Kecamatan SPPG"":""BUAHBATU"",""Kelurahan/Desa SPPG"":""MARGASARI"",""Alamat SPPG"":""Jl. Ciapagalo Girang No 226 , MARGASARI, BUAHBATU, KOTA BANDUNG, JAWA BARAT"",""Nama SPPG"":""SPPG Kota Bandung Buahbatu Margasari 2"",""Lattitude"":-6.9520874,""longitude"":107.6482718,""<img>-tooltip"":""https://asset.kompas.com/crops/BVr74cETaZdERlVXHj4ploXzglE=/0x0:0x0/1200x800/data/photo/2025/05/14/68242bc4c5d3f.jpg"",""Unnamed: 8"":null,""Unnamed: 9"":null,""Unnamed: 10"":null,""Unnamed: 11"":null}}",187,BUAHBATU,MARGASARI,"Jl. Ciapagalo Girang No 226 , MARGASARI, BUAHBATU, KOTA BANDUNG, JAWA BARAT",SPPG Kota Bandung Buahbatu Margasari 2,-6.9520874,107.6482718,https://asset.kompas.com/crops/BVr74cETaZdERlVXHj4ploXzglE=/0x0:0x0/1200x800/data/photo/2025/05/14/68242bc4c5d3f.jpg,,,,
"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[107.661681,-6.903427],[107.66145,-6.908742],[107.660698,-6.91401],[107.659433,-6.919178],[107.657668,-6.924198],[107.655418,-6.92902],[107.652706,-6.933599],[107.649559,-6.937891],[107.646005,-6.941853],[107.642079,-6.945448],[107.63782,-6.948641],[107.633268,-6.951402],[107.628468,-6.953704],[107.623464,-6.955524],[107.618306,-6.956846],[107.613043,-6.957656],[107.607726,-6.957946],[107.602406,-6.957714],[107.597134,-6.956962],[107.591962,-6.955698],[107.586938,-6.953933],[107.582112,-6.951684],[107.57753,-6.948973],[107.573235,-6.945827],[107.56927,-6.942275],[107.565673,-6.938352],[107.562478,-6.934095],[107.559716,-6.929546],[107.557413,-6.924748],[107.555592,-6.919748],[107.554271,-6.914593],[107.553461,-6.909334],[107.553171,-6.90402],[107.553404,-6.898704],[107.554157,-6.893437],[107.555423,-6.888268],[107.55719,-6.883248],[107.559441,-6.878426],[107.562154,-6.873847],[107.565302,-6.869557],[107.568857,-6.865595],[107.572782,-6.862],[107.577041,-6.858808],[107.581593,-6.856048],[107.586394,-6.853747],[107.591397,-6.851927],[107.596554,-6.850606],[107.601816,-6.849797],[107.607132,-6.849507],[107.612451,-6.849739],[107.617721,-6.850491],[107.622892,-6.851756],[107.627914,-6.853521],[107.632739,-6.85577],[107.637321,-6.85848],[107.641614,-6.861626],[107.645579,-6.865177],[107.649176,-6.8691],[107.652371,-6.873356],[107.655133,-6.877905],[107.657436,-6.882702],[107.659258,-6.887701],[107.66058,-6.892855],[107.661391,-6.898114],[107.661681,-6.903427]]]},""properties"":{""No"":188,""Kecamatan SPPG"":""BANDUNG WETAN"",""Kelurahan/Desa SPPG"":""TAMAN SARI"",""Alamat SPPG"":""Jl. Tamansari Bawah No.3, Rt 01 Rw 20, Tamansari, Bandung Wetan, Kota Bandung, Jawa Barat"",""Nama SPPG"":""SPPG Kota Bandung Bandung Wetan Taman Sari"",""Lattitude"":-6.9037266,""longitude"":107.6074276,""<img>-tooltip"":""https://asset.kompas.com/crops/BVr74cETaZdERlVXHj4ploXzglE=/0x0:0x0/1200x800/data/photo/2025/05/14/68242bc4c5d3f.jpg"",""Unnamed: 8"":null,""Unnamed: 9"":null,""Unnamed: 10"":null,""Unnamed: 11"":null}}",188,BANDUNG WETAN,TAMAN SARI,"Jl. Tamansari Bawah No.3, Rt 01 Rw 20, Tamansari, Bandung Wetan, Kota Bandung, Jawa Barat",SPPG Kota Bandung Bandung Wetan Taman Sari,-6.9037266,107.6074276,https://asset.kompas.com/crops/BVr74cETaZdERlVXHj4ploXzglE=/0x0:0x0/1200x800/data/photo/2025/05/14/68242bc4c5d3f.jpg,,,,
"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[107.669707,-6.923455],[107.669476,-6.928771],[107.668724,-6.934038],[107.66746,-6.939207],[107.665694,-6.944226],[107.663445,-6.949049],[107.660733,-6.953628],[107.657585,-6.957919],[107.654031,-6.961882],[107.650106,-6.965477],[107.645847,-6.968671],[107.641295,-6.971431],[107.636494,-6.973733],[107.63149,-6.975554],[107.626332,-6.976875],[107.621069,-6.977685],[107.615751,-6.977976],[107.610431,-6.977744],[107.605159,-6.976993],[107.599987,-6.975728],[107.594963,-6.973963],[107.590137,-6.971715],[107.585554,-6.969004],[107.581259,-6.965858],[107.577294,-6.962306],[107.573697,-6.958383],[107.570501,-6.954127],[107.567739,-6.949578],[107.565436,-6.94478],[107.563615,-6.939779],[107.562293,-6.934625],[107.561483,-6.929366],[107.561193,-6.924052],[107.561426,-6.918736],[107.562179,-6.913469],[107.563445,-6.9083],[107.565212,-6.903281],[107.567462,-6.898458],[107.570175,-6.89388],[107.573324,-6.889589],[107.576878,-6.885627],[107.580804,-6.882032],[107.585063,-6.878839],[107.589615,-6.876079],[107.594415,-6.873778],[107.599418,-6.871958],[107.604576,-6.870637],[107.609838,-6.869828],[107.615154,-6.869538],[107.620473,-6.86977],[107.625743,-6.870522],[107.630915,-6.871786],[107.635937,-6.873551],[107.640763,-6.8758],[107.645344,-6.87851],[107.649638,-6.881656],[107.653603,-6.885207],[107.6572,-6.889129],[107.660395,-6.893385],[107.663158,-6.897934],[107.665461,-6.902731],[107.667283,-6.90773],[107.668605,-6.912884],[107.669416,-6.918143],[107.669707,-6.923455]]]},""properties"":{""No"":189,""Kecamatan SPPG"":""LENGKONG"",""Kelurahan/Desa SPPG"":""PALEDANG"",""Alamat SPPG"":""Jl. Lengkong Kecil No.60B Rt 01 Rw 03 Paledang, Kecamatan Lengkong, Kota Bandung, Jawa Barat"",""Nama SPPG"":""SPPG Kota Bandung Lengkong Paledang"",""Lattitude"":-6.923757,""longitude"":107.6154515,""<img>-tooltip"":""https://asset.kompas.com/crops/BVr74cETaZdERlVXHj4ploXzglE=/0x0:0x0/1200x800/data/photo/2025/05/14/68242bc4c5d3f.jpg"",""Unnamed: 8"":null,""Unnamed: 9"":null,""Unnamed: 10"":null,""Unnamed: 11"":null}}",189,LENGKONG,PALEDANG,"Jl. Lengkong Kecil No.60B Rt 01 Rw 03 Paledang, Kecamatan Lengkong, Kota Bandung, Jawa Barat",SPPG Kota Bandung Lengkong Paledang,-6.923757,107.6154515,https://asset.kompas.com/crops/BVr74cETaZdERlVXHj4ploXzglE=/0x0:0x0/1200x800/data/photo/2025/05/14/68242bc4c5d3f.jpg,,,,
"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[107.776231,-6.932572],[107.776001,-6.937887],[107.77525,-6.943154],[107.773987,-6.948322],[107.772223,-6.953342],[107.769974,-6.958165],[107.767264,-6.962744],[107.764117,-6.967035],[107.760565,-6.970998],[107.75664,-6.974594],[107.752382,-6.977788],[107.747831,-6.98055],[107.743031,-6.982853],[107.738028,-6.984674],[107.732871,-6.985997],[107.727608,-6.986808],[107.722291,-6.9871],[107.716971,-6.98687],[107.7117,-6.986119],[107.706527,-6.984856],[107.701503,-6.983093],[107.696676,-6.980846],[107.692094,-6.978136],[107.687799,-6.974991],[107.683833,-6.971441],[107.680234,-6.967519],[107.677038,-6.963263],[107.674275,-6.958715],[107.671971,-6.953918],[107.670149,-6.948919],[107.668826,-6.943765],[107.668015,-6.938507],[107.667724,-6.933194],[107.667955,-6.927878],[107.668707,-6.922611],[107.669972,-6.917443],[107.671737,-6.912423],[107.673987,-6.9076],[107.676698,-6.903021],[107.679845,-6.89873],[107.683399,-6.894768],[107.687323,-6.891173],[107.691582,-6.887979],[107.696132,-6.885218],[107.700932,-6.882916],[107.705934,-6.881095],[107.711091,-6.879773],[107.716353,-6.878963],[107.721668,-6.878672],[107.726987,-6.878902],[107.732257,-6.879653],[107.737429,-6.880916],[107.742451,-6.88268],[107.747277,-6.884927],[107.751859,-6.887636],[107.756153,-6.89078],[107.760118,-6.89433],[107.763716,-6.898252],[107.766912,-6.902506],[107.769676,-6.907054],[107.77198,-6.91185],[107.773803,-6.916848],[107.775126,-6.922002],[107.775938,-6.92726],[107.776231,-6.932572]]]},""properties"":{""No"":190,""Kecamatan SPPG"":""CIBIRU"",""Kelurahan/Desa SPPG"":""PASIR BIRU"",""Alamat SPPG"":""Jl. Raya Cibiru No.28, Pasir Biru, Kecamatan Cibiru, Kota Bandung, Jawa Barat"",""Nama SPPG"":""SPPG Kota Bandung Cibiru Pasir Biru"",""Lattitude"":-6.9328859,""longitude"":107.7219786,""<img>-tooltip"":""https://asset.kompas.com/crops/BVr74cETaZdERlVXHj4ploXzglE=/0x0:0x0/1200x800/data/photo/2025/05/14/68242bc4c5d3f.jpg"",""Unnamed: 8"":null,""Unnamed: 9"":null,""Unnamed: 10"":null,""Unnamed: 11"":null}}",190,CIBIRU,PASIR BIRU,"Jl. Raya Cibiru No.28, Pasir Biru, Kecamatan Cibiru, Kota Bandung, Jawa Barat",SPPG Kota Bandung Cibiru Pasir Biru,-6.9328859,107.7219786,https://asset.kompas.com/crops/BVr74cETaZdERlVXHj4ploXzglE=/0x0:0x0/1200x800/data/photo/2025/05/14/68242bc4c5d3f.jpg,,,,
"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[107.68968,-6.899572],[107.689449,-6.904887],[107.688697,-6.910154],[107.687433,-6.915323],[107.685668,-6.920342],[107.683418,-6.925165],[107.680707,-6.929744],[107.677559,-6.934035],[107.674006,-6.937998],[107.670081,-6.941593],[107.665822,-6.944787],[107.661271,-6.947548],[107.65647,-6.949849],[107.651467,-6.95167],[107.646309,-6.952992],[107.641046,-6.953802],[107.635729,-6.954093],[107.630409,-6.953861],[107.625138,-6.95311],[107.619965,-6.951845],[107.614942,-6.950081],[107.610116,-6.947832],[107.605533,-6.945122],[107.601239,-6.941976],[107.597274,-6.938424],[107.593677,-6.934501],[107.590481,-6.930245],[107.587719,-6.925696],[107.585416,-6.920898],[107.583595,-6.915898],[107.582273,-6.910743],[107.581463,-6.905484],[107.581173,-6.900171],[107.581406,-6.894855],[107.582159,-6.889588],[107.583424,-6.884419],[107.585191,-6.8794],[107.587441,-6.874577],[107.590154,-6.869998],[107.593302,-6.865707],[107.596856,-6.861746],[107.600781,-6.858151],[107.60504,-6.854958],[107.609592,-6.852198],[107.614392,-6.849897],[107.619395,-6.848077],[107.624552,-6.846756],[107.629813,-6.845946],[107.635129,-6.845656],[107.640448,-6.845888],[107.645718,-6.84664],[107.650889,-6.847904],[107.655911,-6.849669],[107.660736,-6.851917],[107.665318,-6.854627],[107.669611,-6.857773],[107.673576,-6.861324],[107.677173,-6.865246],[107.680368,-6.869502],[107.68313,-6.87405],[107.685434,-6.878847],[107.687255,-6.883847],[107.688578,-6.889],[107.689389,-6.894259],[107.68968,-6.899572]]]},""properties"":{""No"":191,""Kecamatan SPPG"":""CIBEUNYING KIDUL"",""Kelurahan/Desa SPPG"":""CIKUTRA"",""Alamat SPPG"":""Jl. Sukasenang V No. 31, Cikutra,Cibeunying Kidul, Kota Bandung, Jawa Barat"",""Nama SPPG"":""SPPG Kota Bandung Cibeunying Kidul Cikutra"",""Lattitude"":-6.8998744,""longitude"":107.6354279,""<img>-tooltip"":""https://asset.kompas.com/crops/BVr74cETaZdERlVXHj4ploXzglE=/0x0:0x0/1200x800/data/photo/2025/05/14/68242bc4c5d3f.jpg"",""Unnamed: 8"":null,""Unnamed: 9"":null,""Unnamed: 10"":null,""Unnamed: 11"":null}}",191,CIBEUNYING KIDUL,CIKUTRA,"Jl. Sukasenang V No. 31, Cikutra,Cibeunying Kidul, Kota Bandung, Jawa Barat",SPPG Kota Bandung Cibeunying Kidul Cikutra,-6.8998744,107.6354279,https://asset.kompas.com/crops/BVr74cETaZdERlVXHj4ploXzglE=/0x0:0x0/1200x800/data/photo/2025/05/14/68242bc4c5d3f.jpg,,,,
